file_id,innings,max_partnership,total_partnerships,avg_partnership,partnerships_50plus,partnerships_100plus
419118,2,50,6,22.333333333333332,1,0
419119,1,47,10,15.1,0,0
419119,2,85,4,38.75,1,0
419120,1,60,7,24.428571428571427,1,0
419120,2,51,10,16.1,1,0
419121,1,45,9,15.11111111111111,0,0
419121,2,65,7,19.428571428571427,1,0
419122,1,82,3,51.666666666666664,2,0
419122,2,61,4,39.0,2,0
419123,1,52,6,28.5,1,0
419123,2,55,8,16.875,1,0
419124,1,60,6,30.5,2,0
419124,2,44,10,15.2,0,0
419125,1,142,3,60.0,1,1
419125,2,92,6,30.166666666666668,1,0
419126,1,38,10,14.8,0,0
419126,2,55,3,50.333333333333336,2,0
419127,1,79,6,30.5,1,0
419127,2,41,7,20.571428571428573,0,0
419128,1,49,5,36.6,0,0
419128,2,71,10,16.6,1,0
419129,1,53,9,19.666666666666668,1,0
419129,2,51,7,22.857142857142858,1,0
419130,1,53,8,21.5,1,0
419130,2,47,10,13.1,0,0
419131,1,128,5,35.4,1,1
419131,2,35,9,15.222222222222221,0,0
419132,1,49,10,16.3,0,0
419132,2,42,7,23.428571428571427,0,0
419133,1,63,5,32.2,1,0
419133,2,61,6,27.0,1,0
419134,1,79,6,31.333333333333332,1,0
419134,2,34,10,12.1,0,0
419135,1,78,7,25.857142857142858,1,0
419135,2,46,6,26.166666666666668,0,0
419136,1,65,6,30.166666666666668,2,0
419136,2,76,5,36.8,1,0
419137,1,152,6,41.0,2,1
419137,2,97,6,37.166666666666664,2,0
419138,1,65,5,35.6,3,0
419138,2,30,10,11.5,0,0
419139,1,101,4,50.0,2,1
419139,2,98,3,68.0,3,0
419140,1,60,6,30.666666666666668,1,0
419140,2,30,10,14.7,0,0
419141,1,77,10,15.9,1,0
419141,2,39,10,15.7,0,0
419142,1,50,5,33.0,1,0
419142,2,46,9,15.666666666666666,0,0
419143,1,56,7,21.857142857142858,1,0
419143,2,109,2,78.5,1,1
419144,1,94,4,45.25,2,0
419144,2,99,9,18.555555555555557,1,0
419145,1,95,7,26.285714285714285,1,0
419145,2,91,4,46.5,2,0
419146,1,44,9,17.11111111111111,0,0
419146,2,46,5,31.6,0,0
419147,1,41,9,15.333333333333334,0,0
419147,2,46,5,27.8,0,0
419148,1,52,10,16.0,2,0
419148,2,72,4,40.5,2,0
419149,1,35,10,11.1,0,0
419149,2,45,4,28.0,0,0
419150,1,63,6,29.0,2,0
419150,2,50,8,17.125,1,0
419151,1,82,7,21.571428571428573,1,0
419151,2,74,10,13.8,1,0
419152,1,50,5,36.6,1,0
419152,2,39,8,18.0,0,0
419153,1,73,9,15.444444444444445,1,0
419153,2,137,2,71.5,1,1
419154,1,58,7,18.571428571428573,1,0
419154,2,60,6,22.0,1,0
419155,1,35,9,12.444444444444445,0,0
419155,2,75,5,22.6,1,0
419156,1,86,4,43.5,2,0
419156,2,66,6,29.666666666666668,1,0
419157,1,69,5,38.2,1,0
419157,2,30,10,13.4,0,0
419158,1,59,10,13.2,1,0
419158,2,111,3,44.333333333333336,1,1
419159,1,99,4,48.0,2,0
419159,2,62,5,39.0,2,0
419160,1,50,8,18.125,1,0
419160,2,48,8,16.75,0,0
419161,1,63,8,16.625,1,0
419161,2,97,2,67.5,1,0
419162,1,67,6,30.666666666666668,1,0
419162,2,34,10,14.9,0,0
419163,1,52,8,17.75,1,0
419163,2,28,10,10.4,0,0
419164,1,43,10,8.2,0,0
419164,2,50,2,43.0,1,0
419165,1,72,6,28.0,1,0
419165,2,66,10,14.6,1,0
501198,1,75,5,30.6,1,0
501198,2,64,8,18.875,1,0
501199,1,40,9,15.222222222222221,0,0
501199,2,58,3,47.0,2,0
501200,1,80,6,26.833333333333332,1,0
501200,2,52,5,32.4,1,0
501201,1,42,10,9.5,0,0
501201,2,68,3,33.0,1,0
501202,1,35,9,12.444444444444445,0,0
501202,2,60,4,28.25,1,0
501203,1,51,4,40.75,1,0
501203,2,38,9,17.11111111111111,0,0
501204,1,83,7,21.571428571428573,1,0
501204,2,35,5,30.4,0,0
501205,1,91,5,28.0,1,0
501205,2,110,2,71.5,1,1
501206,1,124,4,47.0,2,1
501206,2,61,5,38.6,2,0
501207,1,88,9,16.444444444444443,1,0
501207,2,42,7,21.571428571428573,0,0
501208,1,55,5,35.0,2,0
501208,2,62,10,14.2,1,0
501209,1,52,5,31.8,1,0
501209,2,152,2,80.0,1,1
501210,1,116,3,60.666666666666664,2,1
501210,2,128,3,61.333333333333336,1,1
501211,1,51,5,36.6,2,0
501211,2,42,8,20.25,0,0
501212,1,75,9,18.333333333333332,1,0
501212,2,136,3,55.333333333333336,1,1
501213,1,54,6,31.166666666666668,1,0
501213,2,75,8,23.75,1,0
501214,1,24,10,8.1,0,0
501214,2,54,3,28.333333333333332,1,0
501215,1,48,5,26.2,0,0
501215,2,51,4,33.75,1,0
501216,1,92,5,33.6,1,0
501216,2,52,8,19.0,1,0
501218,1,35,10,11.8,0,0
501218,2,74,4,31.0,1,0
501219,1,49,8,16.5,0,0
501219,2,36,10,12.6,0,0
501220,1,70,7,27.857142857142858,2,0
501220,2,50,8,18.375,1,0
501221,1,87,5,32.8,2,0
501221,2,60,10,15.6,1,0
501222,1,58,5,34.2,1,0
501222,2,123,2,87.5,2,1
501223,1,146,5,46.2,1,1
501223,2,72,7,28.857142857142858,1,0
501224,1,102,5,34.4,1,1
501224,2,27,9,15.0,0,0
501225,1,48,10,10.9,0,0
501225,2,71,3,37.0,1,0
501226,1,64,6,23.666666666666668,2,0
501226,2,38,10,11.7,0,0
501227,1,47,7,22.857142857142858,0,0
501227,2,82,8,20.125,1,0
501228,1,42,7,20.142857142857142,0,0
501228,2,65,3,48.333333333333336,2,0
501229,1,90,8,16.125,1,0
501229,2,36,10,7.4,0,0
501230,1,40,8,18.5,0,0
501230,2,38,10,13.1,0,0
501231,1,22,9,10.444444444444445,0,0
501231,2,39,4,23.75,0,0
501232,1,66,6,30.166666666666668,2,0
501232,2,44,6,25.833333333333332,0,0
501233,1,56,7,22.428571428571427,1,0
501233,2,27,10,11.9,0,0
501234,1,33,7,17.0,0,0
501234,2,85,3,40.0,1,0
501235,1,46,8,17.875,0,0
501235,2,52,5,28.8,1,0
501236,1,60,6,27.5,2,0
501236,2,71,8,18.25,1,0
501237,1,95,6,26.5,1,0
501237,2,72,9,15.11111111111111,1,0
501238,1,54,7,20.0,1,0
501238,2,61,4,35.25,2,0
501239,1,80,5,33.8,1,0
501239,2,56,7,21.285714285714285,1,0
501240,1,86,7,21.0,1,0
501240,2,137,3,49.666666666666664,1,1
501241,1,40,7,22.857142857142858,0,0
501241,2,42,8,17.375,0,0
501242,1,51,6,26.0,1,0
501242,2,69,7,19.857142857142858,1,0
501243,1,71,6,29.166666666666668,1,0
501243,2,67,7,25.571428571428573,2,0
501244,1,111,7,29.285714285714285,1,1
501244,2,37,10,12.0,0,0
501245,1,65,4,28.5,1,0
501245,2,28,3,20.333333333333332,0,0
501246,1,87,5,35.6,2,0
501246,2,87,10,14.6,1,0
501247,1,43,10,12.5,0,0
501247,2,67,2,64.0,2,0
501248,1,30,9,13.222222222222221,0,0
501248,2,37,6,20.0,0,0
501249,1,77,4,49.0,2,0
501249,2,35,10,13.3,0,0
501250,1,51,9,15.11111111111111,1,0
501250,2,55,5,27.4,1,0
501251,1,70,9,18.11111111111111,1,0
501251,2,19,10,8.7,0,0
501252,1,73,7,20.857142857142858,1,0
501252,2,83,2,75.5,2,0
501253,1,96,5,35.2,1,0
501253,2,43,7,22.571428571428573,0,0
501254,1,93,7,25.428571428571427,1,0
501254,2,111,5,36.2,1,1
501255,1,53,5,17.8,1,0
501255,2,44,7,15.0,0,0
501256,1,39,7,19.285714285714285,0,0
501256,2,40,9,13.88888888888889,0,0
501257,1,102,7,24.285714285714285,1,1
501257,2,52,9,15.666666666666666,1,0
501258,1,37,10,9.7,0,0
501258,2,53,3,32.666666666666664,1,0
501259,1,35,9,15.11111111111111,0,0
501259,2,67,5,27.6,1,0
501260,1,206,3,77.33333333333333,1,1
501260,2,29,10,12.1,0,0
501261,1,37,6,25.333333333333332,0,0
501261,2,38,6,23.5,0,0
501262,1,34,7,16.857142857142858,0,0
501262,2,64,4,29.75,1,0
501263,1,53,6,22.166666666666668,1,0
501263,2,134,1,134.0,1,1
501264,1,131,3,66.0,1,1
501264,2,61,10,11.6,1,0
501265,1,24,4,14.0,0,0
501266,1,42,9,14.222222222222221,0,0
501266,2,80,3,43.0,1,0
501267,1,57,7,25.0,1,0
501267,2,57,6,29.666666666666668,1,0
501268,1,48,5,35.0,0,0
501268,2,63,5,35.4,2,0
501269,1,60,8,18.375,1,0
501269,2,81,7,21.142857142857142,1,0
501270,1,113,5,37.0,1,1
501270,2,32,9,15.777777777777779,0,0
501271,1,159,6,34.166666666666664,1,1
501271,2,38,9,16.333333333333332,0,0
548306,1,37,10,11.2,0,0
548306,2,69,4,28.75,1,0
548307,1,31,9,10.777777777777779,0,0
548307,2,49,3,33.333333333333336,0,0
548308,1,44,9,14.333333333333334,0,0
548308,2,49,10,10.1,0,0
548309,1,77,5,38.2,2,0
548309,2,37,10,16.0,0,0
548310,1,54,8,19.625,1,0
548310,2,42,8,17.125,0,0
548311,1,46,7,27.571428571428573,0,0
548311,2,32,10,11.9,0,0
548312,1,64,6,27.333333333333332,1,0
548312,2,41,10,14.2,0,0
548313,1,81,7,23.714285714285715,1,0
548313,2,41,9,16.0,0,0
548314,1,41,9,15.333333333333334,0,0
548314,2,48,6,23.666666666666668,0,0
548315,1,65,9,18.333333333333332,2,0
548315,2,28,9,13.666666666666666,0,0
548316,1,26,9,12.222222222222221,0,0
548316,2,61,3,37.0,1,0
548317,1,96,7,28.142857142857142,1,0
548317,2,82,10,17.0,1,0
548318,1,109,9,22.77777777777778,2,1
548318,2,56,6,34.666666666666664,1,0
548319,1,26,10,11.5,0,0
548319,2,50,4,29.0,1,0
548320,1,59,6,21.833333333333332,1,0
548320,2,48,6,22.833333333333332,0,0
548321,1,71,9,17.444444444444443,1,0
548321,2,49,6,27.0,0,0
548322,1,61,6,25.833333333333332,1,0
548322,2,66,4,39.0,1,0
548323,1,52,10,13.4,1,0
548323,2,43,8,16.5,0,0
548324,1,121,3,65.0,2,1
548324,2,42,10,13.6,0,0
548325,1,34,10,9.2,0,0
548325,2,34,4,23.25,0,0
548326,1,94,3,65.33333333333333,2,0
548326,2,62,6,32.833333333333336,1,0
548327,1,63,7,26.0,1,0
548327,2,59,5,37.2,2,0
548328,1,38,7,17.714285714285715,0,0
548328,2,53,3,42.333333333333336,2,0
548329,1,126,5,37.4,1,1
548329,2,189,2,96.5,1,1
548330,1,116,5,32.8,1,1
548330,2,44,8,18.875,0,0
548331,1,44,7,23.285714285714285,0,0
548331,2,131,6,27.666666666666668,1,1
548332,1,92,4,36.5,1,0
548332,2,61,4,36.75,2,0
548333,1,93,4,48.0,2,0
548333,2,75,8,21.5,1,0
548334,1,75,7,23.285714285714285,2,0
548334,2,58,5,32.8,1,0
548335,1,44,8,15.75,0,0
548335,2,33,6,21.166666666666668,0,0
548336,1,122,4,47.25,1,1
548336,2,56,7,20.428571428571427,1,0
548337,1,145,3,48.666666666666664,1,1
548337,2,89,3,49.333333333333336,1,0
548339,1,89,4,42.0,1,0
548339,2,52,7,24.428571428571427,1,0
548341,1,75,5,35.4,1,0
548341,2,32,8,19.875,0,0
548342,1,135,6,34.5,1,1
548342,2,96,9,18.88888888888889,1,0
548343,1,68,9,17.333333333333332,1,0
548343,2,47,9,16.555555555555557,0,0
548344,1,95,4,47.5,2,0
548344,2,43,7,20.428571428571427,0,0
548345,1,80,7,21.714285714285715,1,0
548345,2,99,3,50.333333333333336,1,0
548346,1,37,10,10.0,0,0
548346,2,31,6,16.833333333333332,0,0
548347,1,42,6,23.166666666666668,0,0
548347,2,70,6,23.333333333333332,1,0
548348,1,157,5,37.2,1,1
548348,2,90,6,28.833333333333332,2,0
548349,1,71,7,20.142857142857142,1,0
548349,2,96,5,28.8,1,0
548350,1,119,6,26.333333333333332,1,1
548350,2,73,7,23.285714285714285,1,0
548351,1,50,9,13.333333333333334,1,0
548351,2,47,7,17.0,0,0
548352,1,64,7,22.857142857142858,1,0
548352,2,68,6,25.0,2,0
548353,1,113,6,25.0,1,1
548353,2,73,9,15.88888888888889,1,0
548354,1,69,6,29.5,1,0
548354,2,36,9,14.88888888888889,0,0
548355,1,62,8,21.625,1,0
548355,2,126,9,19.333333333333332,1,1
548356,1,86,3,60.333333333333336,2,0
548356,2,91,6,30.833333333333332,1,0
548357,1,46,9,17.0,0,0
548357,2,68,5,30.8,2,0
548358,1,42,7,17.857142857142858,0,0
548358,2,56,4,31.5,1,0
548359,1,55,6,28.333333333333332,1,0
548359,2,43,9,16.11111111111111,0,0
548360,1,44,7,20.142857142857142,0,0
548360,2,94,2,71.0,1,0
548361,1,32,7,18.0,0,0
548361,2,43,7,18.142857142857142,0,0
548362,1,80,4,43.25,1,0
548362,2,50,10,13.8,1,0
548363,1,167,2,91.0,1,1
548363,2,91,5,31.0,2,0
548364,1,48,6,19.0,0,0
548364,2,75,2,57.5,1,0
548365,1,94,5,34.0,1,0
548365,2,34,10,12.5,0,0
548366,1,96,5,38.0,1,0
548366,2,45,7,27.714285714285715,0,0
548367,1,46,7,24.428571428571427,0,0
548367,2,122,6,28.833333333333332,1,1
548368,1,99,7,22.571428571428573,1,0
548368,2,97,6,26.666666666666668,1,0
548369,1,29,9,15.11111111111111,0,0
548369,2,58,6,23.333333333333332,1,0
548370,1,45,8,17.5,0,0
548370,2,34,10,10.8,0,0
548371,1,34,8,15.0,0,0
548371,2,51,5,24.6,1,0
548372,1,204,2,107.5,1,1
548372,2,44,9,21.555555555555557,0,0
548373,1,35,8,15.75,0,0
548373,2,63,6,21.333333333333332,1,0
548374,1,57,9,15.666666666666666,1,0
548374,2,82,5,29.0,1,0
548375,1,67,5,27.2,1,0
548375,2,40,9,11.333333333333334,0,0
548376,1,71,7,18.857142857142858,1,0
548376,2,46,10,12.3,0,0
548377,1,53,7,23.142857142857142,1,0
548377,2,163,1,163.0,1,1
548378,1,56,5,32.4,1,0
548378,2,59,9,16.0,1,0
548379,1,94,6,31.166666666666668,2,0
548379,2,47,10,14.9,0,0
548380,1,69,5,44.4,2,0
548380,2,52,10,13.6,1,0
548381,1,87,3,63.333333333333336,2,0
548381,2,136,6,32.0,1,1
597998,1,44,10,12.8,0,0
597998,2,47,5,25.8,0,0
597999,1,76,6,26.0,1,0
597999,2,60,6,25.666666666666668,2,0
598000,1,34,7,18.0,0,0
598000,2,36,10,10.4,0,0
598001,1,65,8,20.625,2,0
598001,2,67,7,22.857142857142858,1,0
598002,1,65,7,21.142857142857142,1,0
598002,2,31,10,13.9,0,0
598003,1,25,9,11.0,0,0
598003,2,58,3,33.333333333333336,1,0
598004,1,43,9,14.444444444444445,0,0
598004,2,33,8,16.25,0,0
598005,1,38,7,20.571428571428573,0,0
598005,2,34,10,12.5,0,0
598006,1,132,6,34.833333333333336,1,1
598006,2,82,10,16.5,1,0
598007,1,56,10,13.8,1,0
598007,2,139,1,139.0,1,1
598008,1,51,9,17.11111111111111,1,0
598008,2,83,3,52.666666666666664,2,0
598009,1,81,6,24.166666666666668,1,0
598009,2,58,4,37.0,1,0
598010,1,30,9,12.666666666666666,0,0
598010,2,44,8,14.375,0,0
598011,1,68,4,45.75,3,0
598011,2,33,9,15.777777777777779,0,0
598012,1,82,6,27.5,1,0
598012,2,59,7,23.714285714285715,2,0
598013,1,67,4,45.0,2,0
598013,2,57,8,16.5,1,0
598014,1,35,10,12.4,0,0
598014,2,47,5,25.2,0,0
598015,1,96,6,26.5,1,0
598015,2,46,9,15.0,0,0
598016,1,41,10,15.7,0,0
598016,2,105,10,15.3,1,1
598017,1,43,6,25.333333333333332,0,0
598017,2,103,8,19.0,1,1
598018,1,40,9,13.222222222222221,0,0
598018,2,38,10,10.8,0,0
598019,1,62,4,44.75,3,0
598019,2,30,10,9.2,0,0
598020,1,74,4,42.25,2,0
598020,2,31,10,8.3,0,0
598021,1,40,10,12.3,0,0
598021,2,48,6,21.166666666666668,0,0
598022,1,46,10,11.9,0,0
598022,2,35,7,17.714285714285715,0,0
598023,1,40,10,11.7,0,0
598023,2,59,4,30.75,2,0
598024,1,96,5,32.2,1,0
598024,2,151,2,82.5,1,1
598025,1,83,5,37.0,1,0
598025,2,128,4,46.5,2,1
598026,1,71,5,37.0,1,0
598026,2,90,6,31.0,1,0
598027,1,167,5,52.6,1,1
598027,2,58,10,13.3,1,0
598028,1,60,5,34.2,1,0
598028,2,50,7,23.428571428571427,1,0
598029,1,54,6,26.5,1,0
598029,2,50,6,27.0,1,0
598030,1,43,7,22.714285714285715,0,0
598030,2,65,6,26.666666666666668,1,0
598031,1,45,7,21.285714285714285,0,0
598031,2,72,5,30.0,2,0
598032,1,58,10,14.4,1,0
598032,2,74,3,48.666666666666664,2,0
598033,1,68,8,24.25,2,0
598033,2,51,8,17.0,1,0
598034,1,103,4,50.0,2,1
598034,2,79,5,37.2,1,0
598035,1,63,6,27.333333333333332,1,0
598035,2,76,5,29.8,2,0
598036,1,44,7,24.428571428571427,0,0
598036,2,68,7,24.714285714285715,1,0
598037,1,88,4,43.5,1,0
598037,2,39,10,17.0,0,0
598038,1,75,4,41.0,2,0
598038,2,31,10,12.7,0,0
598039,1,50,5,25.8,1,0
598039,2,74,4,32.5,1,0
598040,1,34,8,17.0,0,0
598040,2,95,4,34.25,1,0
598041,1,74,5,37.2,2,0
598041,2,95,7,24.428571428571427,1,0
598042,1,68,4,46.75,2,0
598042,2,63,10,17.0,1,0
598043,1,44,7,18.857142857142858,0,0
598043,2,78,3,44.333333333333336,1,0
598044,1,19,10,8.0,0,0
598044,2,33,5,16.2,0,0
598045,1,136,5,34.8,1,1
598045,2,118,4,44.0,1,1
598046,1,57,6,23.166666666666668,1,0
598046,2,25,10,7.9,0,0
598047,1,97,5,35.6,1,0
598047,2,98,6,30.333333333333332,1,0
598048,1,80,7,23.0,1,0
598048,2,66,4,40.5,1,0
598049,1,76,5,30.8,1,0
598049,2,108,2,77.5,1,1
598050,1,93,7,24.285714285714285,1,0
598050,2,37,10,10.5,0,0
598051,1,133,4,55.75,1,1
598051,2,35,9,16.22222222222222,0,0
598052,1,102,7,20.714285714285715,1,1
598052,2,76,3,49.0,2,0
598053,1,45,7,21.714285714285715,0,0
598053,2,25,10,10.6,0,0
598054,1,94,4,45.75,2,0
598054,2,58,8,22.375,1,0
598055,1,59,8,14.0,1,0
598055,2,54,6,19.333333333333332,1,0
598056,1,48,8,18.75,0,0
598056,2,51,10,12.0,1,0
598057,1,31,10,11.5,0,0
598057,2,35,6,19.333333333333332,0,0
598058,1,83,5,28.2,1,0
598058,2,93,6,24.0,1,0
598059,1,39,8,15.0,0,0
598059,2,44,6,20.166666666666668,0,0
598060,1,73,4,44.5,2,0
598060,2,85,5,36.8,2,0
598061,1,65,4,42.5,2,0
598061,2,98,8,20.375,1,0
598062,1,61,5,33.6,2,0
598062,2,39,10,13.5,0,0
598063,1,76,8,20.75,1,0
598063,2,56,8,19.0,1,0
598064,1,102,4,47.5,1,1
598064,2,130,5,38.8,1,1
598065,1,56,9,15.11111111111111,1,0
598065,2,39,10,11.3,0,0
598066,1,148,8,22.875,1,1
598066,2,39,9,14.777777777777779,0,0
598067,1,71,6,28.666666666666668,1,0
598067,2,54,10,13.4,1,0
598068,1,67,3,35.333333333333336,1,0
598068,2,27,6,13.666666666666666,0,0
598069,1,30,8,16.25,0,0
598069,2,89,6,22.0,1,0
598070,1,140,2,96.0,2,1
598070,2,75,10,14.4,1,0
598071,1,52,8,16.5,1,0
598071,2,45,7,19.285714285714285,0,0
598072,1,57,7,23.571428571428573,1,0
598072,2,70,7,24.142857142857142,2,0
598073,1,48,10,14.8,0,0
598073,2,41,10,12.5,0,0
729279,1,131,6,27.166666666666668,1,1
729279,2,61,7,17.428571428571427,1,0
729281,1,110,5,29.0,1,1
729281,2,84,3,48.666666666666664,2,0
729283,1,123,4,51.25,1,1
729283,2,115,5,41.2,1,1
729285,1,75,7,19.0,1,0
729285,2,77,7,19.285714285714285,1,0
729287,1,32,10,11.5,0,0
729287,2,99,4,29.0,1,0
729289,1,64,6,27.666666666666668,2,0
729289,2,58,7,23.857142857142858,1,0
729291,1,74,6,31.833333333333332,1,0
729291,2,116,4,48.25,2,1
729293,1,54,8,22.125,1,0
729293,2,25,9,9.333333333333334,0,0
729295,1,68,6,32.166666666666664,2,0
729295,2,25,10,12.1,0,0
729297,1,39,7,20.0,0,0
729297,2,28,10,13.3,0,0
729299,1,80,7,21.428571428571427,1,0
729299,2,67,6,24.666666666666668,2,0
729301,1,128,2,92.0,2,1
729301,2,99,5,36.0,1,0
729303,1,84,8,17.625,1,0
729303,2,57,4,35.5,2,0
729305,1,18,10,7.0,0,0
729305,2,32,5,14.2,0,0
729307,1,30,10,13.2,0,0
729307,2,31,10,10.9,0,0
729309,1,40,8,15.625,0,0
729309,2,45,5,25.2,0,0
729311,1,52,6,24.166666666666668,1,0
729311,2,85,6,24.333333333333332,1,0
729313,1,41,9,13.777777777777779,0,0
729313,2,45,6,21.166666666666668,0,0
729315,1,64,6,25.333333333333332,1,0
729315,2,49,9,16.88888888888889,0,0
729317,1,111,6,28.666666666666668,1,1
729317,2,77,8,19.625,1,0
733971,1,70,4,37.0,1,0
733971,2,27,10,11.4,0,0
733973,1,69,6,28.0,1,0
733973,2,53,6,28.333333333333332,1,0
733975,1,46,6,25.333333333333332,0,0
733975,2,51,4,39.0,1,0
733977,1,62,7,22.142857142857142,1,0
733977,2,57,7,22.571428571428573,1,0
733979,1,53,7,24.285714285714285,2,0
733979,2,121,7,22.857142857142858,1,1
733981,1,71,6,29.666666666666668,2,0
733981,2,86,3,60.333333333333336,2,0
733983,1,97,6,31.166666666666668,1,0
733983,2,53,9,18.666666666666668,1,0
733985,1,55,6,26.666666666666668,1,0
733985,2,106,3,53.666666666666664,1,1
733987,1,135,5,46.2,1,1
733987,2,61,7,26.714285714285715,2,0
733989,1,37,10,13.4,0,0
733989,2,37,10,10.2,0,0
733991,1,60,9,22.0,2,0
733991,2,49,10,16.6,0,0
733993,1,55,7,20.428571428571427,1,0
733993,2,19,3,14.666666666666666,0,0
733995,1,61,6,26.166666666666668,1,0
733995,2,63,7,22.857142857142858,1,0
733997,1,39,8,18.625,0,0
733997,2,82,2,75.0,2,0
733999,1,132,6,31.666666666666668,1,1
733999,2,85,6,31.833333333333332,2,0
734001,1,63,4,39.25,1,0
734001,2,130,4,40.0,1,1
734003,1,60,9,16.444444444444443,1,0
734003,2,35,6,24.833333333333332,0,0
734005,1,79,5,37.2,1,0
734005,2,63,8,21.25,1,0
734007,1,81,6,34.166666666666664,2,0
734007,2,91,5,42.2,2,0
734009,1,45,6,23.5,0,0
734009,2,50,5,28.4,1,0
734011,1,74,6,33.5,1,0
734011,2,29,10,13.9,0,0
734013,1,75,5,27.6,1,0
734013,2,61,6,23.666666666666668,1,0
734015,1,34,8,17.75,0,0
734015,2,51,4,36.5,1,0
734017,1,120,3,59.333333333333336,2,1
734017,2,69,9,17.0,1,0
734019,1,71,8,20.5,2,0
734019,2,67,7,23.571428571428573,1,0
734021,1,61,6,26.666666666666668,2,0
734021,2,100,4,40.25,1,1
734023,1,62,5,30.8,2,0
734023,2,64,3,52.0,2,0
734025,1,64,9,17.333333333333332,1,0
734025,2,68,4,39.75,1,0
734027,1,121,5,39.0,1,1
734027,2,85,6,27.5,1,0
734029,1,108,4,46.25,1,1
734029,2,116,5,37.8,2,1
734031,1,87,10,17.3,1,0
734031,2,85,5,31.6,1,0
734033,1,60,5,35.8,2,0
734033,2,35,9,18.11111111111111,0,0
734035,1,55,7,22.0,1,0
734035,2,75,3,53.333333333333336,2,0
734037,1,64,8,20.0,1,0
734037,2,43,7,23.0,0,0
734039,1,31,10,11.5,0,0
734039,2,96,4,29.75,1,0
734041,1,100,5,37.8,1,1
734041,2,81,6,32.5,1,0
734043,1,65,9,18.11111111111111,1,0
734043,2,40,9,15.0,0,0
734045,1,76,9,19.22222222222222,1,0
734045,2,89,4,44.0,2,0
734047,1,110,6,37.666666666666664,2,1
734047,2,66,8,25.25,1,0
734049,1,129,5,39.8,1,1
734049,2,71,8,25.0,2,0
829705,1,131,4,42.0,1,1
829705,2,85,4,42.5,1,0
829707,1,33,8,18.75,0,0
829707,2,48,10,14.9,0,0
829709,1,51,8,20.25,1,0
829709,2,32,9,15.11111111111111,0,0
829711,1,75,5,41.8,3,0
829711,2,45,7,23.428571428571427,0,0
829713,1,81,7,25.285714285714285,1,0
829713,2,38,8,22.375,0,0
829715,1,48,4,46.0,0,0
829715,2,52,8,23.25,1,0
829717,1,60,6,29.5,1,0
829717,2,100,8,19.875,1,1
829719,1,43,10,16.6,0,0
829719,2,82,3,57.333333333333336,2,0
829721,1,104,7,23.428571428571427,1,1
829721,2,64,4,41.25,2,0
829723,1,57,10,16.5,1,0
829723,2,112,4,42.25,1,1
829725,1,71,7,23.571428571428573,1,0
829725,2,106,6,28.166666666666668,1,1
829727,1,52,6,21.166666666666668,1,0
829727,2,64,5,26.2,1,0
829729,1,75,8,22.875,1,0
829729,2,109,5,37.8,1,1
829731,1,78,5,33.4,1,0
829731,2,50,8,20.375,1,0
829733,1,63,9,17.22222222222222,1,0
829733,2,95,7,22.714285714285715,1,0
829735,1,91,5,31.2,1,0
829735,2,144,3,52.333333333333336,1,1
829737,1,72,7,29.857142857142858,2,0
829737,2,58,8,23.875,1,0
829739,1,37,8,18.25,0,0
829739,2,65,5,29.4,1,0
829741,1,95,7,27.285714285714285,1,0
829741,2,58,7,27.285714285714285,1,0
829743,1,130,5,35.2,1,1
829743,2,35,5,20.2,0,0
829745,1,58,9,20.11111111111111,2,0
829745,2,31,8,19.25,0,0
829747,1,154,5,38.0,1,1
829747,2,49,10,15.3,0,0
829749,1,36,10,13.0,0,0
829749,2,98,2,67.0,1,0
829751,1,51,9,17.444444444444443,1,0
829751,2,45,9,15.222222222222221,0,0
829753,1,66,4,48.0,2,0
829753,2,31,10,9.5,0,0
829757,1,34,10,9.5,0,0
829757,2,99,1,99.0,1,0
829759,1,46,7,21.428571428571427,0,0
829759,2,44,10,13.0,0,0
829761,1,38,7,24.428571428571427,0,0
829761,2,63,7,22.571428571428573,1,0
829763,1,74,7,28.571428571428573,1,0
829765,1,42,7,19.142857142857142,0,0
829765,2,51,10,13.2,1,0
829767,1,57,9,13.11111111111111,1,0
829767,2,106,2,59.5,1,1
829769,1,61,6,31.166666666666668,1,0
829769,2,56,8,22.375,1,0
829771,1,38,5,22.2,0,0
829771,2,48,4,28.75,0,0
829773,1,86,7,27.428571428571427,1,0
829773,2,46,7,24.285714285714285,0,0
829775,1,111,4,43.0,1,1
829775,2,48,7,21.285714285714285,0,0
829777,1,113,3,63.0,2,1
829777,2,41,8,21.875,0,0
829779,1,64,9,16.444444444444443,1,0
829779,2,63,10,12.4,1,0
829781,1,57,8,20.875,1,0
829781,2,36,10,13.2,0,0
829783,1,43,7,21.714285714285715,0,0
829783,2,60,6,25.5,2,0
829785,1,119,4,56.5,2,1
829785,2,23,10,8.8,0,0
829787,1,53,5,40.2,1,0
829787,2,44,8,24.25,0,0
829789,1,54,5,31.6,1,0
829789,2,84,5,31.8,1,0
829791,1,65,6,30.5,1,0
829791,2,53,10,18.4,1,0
829793,1,64,5,32.6,1,0
829793,2,91,5,31.4,1,0
829795,1,215,2,117.5,1,1
829795,2,70,8,24.5,1,0
829797,1,101,6,26.166666666666668,1,1
829797,2,37,10,14.5,0,0
829799,1,65,6,30.833333333333332,2,0
829799,2,59,8,22.5,1,0
829801,1,37,7,17.0,0,0
