season,bowler,bowl_balls,bowl_runs,bowl_wkts,economy,wkts_per_6,econ_score,wkt_score,bowl_score
2008,SK Trivedi,300,407,15,8.14,0.30000000000000004,0.3099999999999999,0.15000000000000002,22.999999999999996
2008,SK Warne,319,409,20,7.692789968652037,0.37617554858934166,0.3845350052246605,0.18808777429467083,28.631138975966564
2008,SM Pollock,280,307,13,6.578571428571429,0.2785714285714286,0.5702380952380951,0.1392857142857143,35.476190476190474
2008,SR Watson,344,395,20,6.8895348837209305,0.3488372093023256,0.5184108527131782,0.1744186046511628,34.64147286821705
2008,ST Jayasuriya,127,163,5,7.700787401574803,0.23622047244094488,0.3832020997375329,0.11811023622047244,25.065616797900265
2008,Shahid Afridi,185,237,9,7.686486486486487,0.2918918918918919,0.3855855855855855,0.14594594594594595,26.57657657657657
2008,Shoaib Akhtar,46,54,5,7.043478260869566,0.6521739130434783,0.4927536231884056,0.32608695652173914,40.94202898550724
2008,Shoaib Malik,58,87,2,9.0,0.20689655172413793,0.16666666666666666,0.10344827586206896,13.505747126436782
2008,Sohail Tanvir,265,275,24,6.226415094339623,0.5433962264150943,0.6289308176100629,0.27169811320754716,45.0314465408805
2008,Umar Gul,153,198,14,7.764705882352942,0.5490196078431372,0.372549019607843,0.2745098039215686,32.35294117647058
2008,V Kohli,49,62,2,7.591836734693878,0.24489795918367346,0.401360544217687,0.12244897959183673,26.190476190476186
2008,V Sehwag,67,134,3,12.0,0.26865671641791045,0.0,0.13432835820895522,6.7164179104477615
2008,VRV Singh,296,425,15,8.614864864864865,0.30405405405405406,0.23085585585585586,0.15202702702702703,19.144144144144143
2008,VS Yeligati,32,61,0,11.4375,0.0,0.0,0.0,0.0
2008,VY Mahesh,266,380,17,8.571428571428571,0.38345864661654133,0.23809523809523814,0.19172932330827067,21.49122807017544
2008,WA Mota,20,36,1,10.8,0.30000000000000004,0.0,0.15000000000000002,7.500000000000001
2008,WPUJC Vaas,103,146,6,8.504854368932039,0.34951456310679613,0.2491909385113269,0.17475728155339806,21.19741100323625
2008,Y Venugopal Rao,88,137,3,9.340909090909092,0.20454545454545453,0.10984848484848471,0.10227272727272727,10.6060606060606
2008,YK Pathan,170,233,10,8.223529411764705,0.3529411764705882,0.29607843137254913,0.1764705882352941,23.62745098039216
2008,Yuvraj Singh,56,85,3,9.107142857142858,0.3214285714285714,0.14880952380952372,0.1607142857142857,15.476190476190471
2008,Z Khan,258,369,15,8.58139534883721,0.3488372093023256,0.23643410852713162,0.1744186046511628,20.54263565891472
2009,A Flintoff,66,106,2,9.636363636363637,0.18181818181818182,0.06060606060606055,0.09090909090909091,7.5757575757575735
2009,A Kumble,358,353,22,5.916201117318436,0.3687150837988827,0.680633147113594,0.18435754189944134,43.249534450651765
2009,A Mishra,262,300,14,6.870229007633587,0.32061068702290074,0.5216284987277354,0.16030534351145037,34.09669211195929
2009,A Mithun,27,42,0,9.333333333333334,0.0,0.11111111111111101,0.0,5.55555555555555
2009,A Nehra,326,354,22,6.515337423312883,0.4049079754601227,0.5807770961145194,0.20245398773006135,39.16155419222904
2009,A Singh,107,100,9,5.607476635514018,0.5046728971962616,0.7320872274143303,0.2523364485981308,49.22118380062306
2009,A Symonds,147,162,9,6.612244897959183,0.36734693877551017,0.5646258503401361,0.18367346938775508,37.41496598639456
2009,AB Agarkar,199,293,8,8.834170854271356,0.24120603015075376,0.19430485762144065,0.12060301507537688,15.745393634840877
2009,AB Dinda,150,195,6,7.800000000000001,0.24,0.36666666666666653,0.12,24.333333333333325
2009,AB McDonald,18,22,0,7.333333333333334,0.0,0.44444444444444436,0.0,22.222222222222218
2009,AD Mascarenhas,116,133,6,6.879310344827586,0.3103448275862069,0.5201149425287356,0.15517241379310345,33.76436781609195
2009,AD Mathews,15,32,0,12.8,0.0,0.0,0.0,0.0
2009,AM Nayar,77,84,4,6.545454545454545,0.3116883116883117,0.5757575757575758,0.15584415584415584,36.58008658008658
2009,AM Salvi,106,138,4,7.811320754716981,0.22641509433962265,0.36477987421383656,0.11320754716981132,23.899371069182397
2009,AS Raut,24,37,0,9.25,0.0,0.125,0.0,6.25
2009,Anureet Singh,34,47,2,8.294117647058822,0.3529411764705882,0.28431372549019623,0.1764705882352941,23.039215686274517
2009,B Akhil,69,80,4,6.9565217391304355,0.34782608695652173,0.5072463768115941,0.17391304347826086,34.05797101449275
2009,B Lee,133,113,6,5.097744360902256,0.2706766917293233,0.8170426065162907,0.13533834586466165,47.61904761904761
2009,BAW Mendis,98,118,4,7.224489795918368,0.24489795918367346,0.46258503401360535,0.12244897959183673,29.2517006802721
2009,BJ Hodge,123,167,7,8.146341463414634,0.3414634146341463,0.30894308943089427,0.17073170731707316,23.98373983739837
2009,C Nanda,50,58,2,6.959999999999999,0.24,0.5066666666666668,0.12,31.33333333333334
2009,CH Gayle,119,146,1,7.3613445378151265,0.05042016806722689,0.4397759103641456,0.025210084033613446,23.249299719887954
2009,CK Langeveldt,25,15,3,3.5999999999999996,0.72,1.0,0.36,68.0
2009,D du Preez,43,56,4,7.813953488372094,0.5581395348837209,0.36434108527131776,0.27906976744186046,32.17054263565891
2009,DJ Bravo,211,265,14,7.535545023696683,0.3981042654028436,0.41074249605055285,0.1990521327014218,30.48973143759873
2009,DJ Hussey,25,34,1,8.16,0.24,0.30666666666666664,0.12,21.333333333333332
2009,DL Vettori,141,186,10,7.914893617021276,0.4255319148936171,0.347517730496454,0.21276595744680854,28.014184397163127
2009,DP Nannes,320,384,20,7.199999999999999,0.375,0.4666666666666668,0.1875,32.70833333333334
2009,DR Smith,85,128,1,9.035294117647059,0.07058823529411765,0.1607843137254902,0.03529411764705882,9.803921568627452
2009,DS Kulkarni,160,209,5,7.8374999999999995,0.1875,0.3604166666666668,0.09375,22.70833333333334
2009,DW Steyn,59,62,3,6.305084745762713,0.3050847457627119,0.6158192090395479,0.15254237288135594,38.41807909604519
2009,FH Edwards,150,160,6,6.4,0.24,0.6,0.12,36.0
2009,GR Napier,24,28,1,7.0,0.25,0.5,0.125,31.25
