full_name,data_name,team_2026,role,venue,venue_bat_innings,venue_runs,venue_balls,venue_bat_avg,venue_bat_sr,venue_bowl_innings,venue_wickets,venue_econ,venue_bowl_sr,venue_bat_score,venue_bowl_score
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,"Eden Gardens, Kolkata",,,,,,2,3,8.38,16.0,,57.7
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,"M Chinnaswamy Stadium, Bengaluru",1,7,7,7.0,100.0,2,5,5.12,9.6,42.1,100.0
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,"MA Chidambaram Stadium, Chennai",,,,,,1,0,9.5,,,
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,3,6,1.5,50.0,7,7,10.31,22.3,18.5,25.0
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,Rajiv Gandhi International Stadium,1,4,2,4.0,200.0,1,0,7.0,,71.7,
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,"Sawai Mansingh Stadium, Jaipur",1,1,1,1.0,100.0,1,5,8.5,4.8,34.6,
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,Sharjah Cricket Stadium,1,6,6,6.0,100.0,1,2,13.5,12.0,40.8,
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,"Wankhede Stadium, Mumbai",,,,,,2,6,6.38,8.0,,95.2
AJ Tye,AJ Tye,Lucknow Super Giants,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Arun Jaitley Stadium, Delhi",1,1,2,1.0,50.0,,,,,17.9,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Eden Gardens, Kolkata",2,22,23,11.0,95.65,1,1,3.0,6.0,45.6,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"MA Chidambaram Stadium, Chennai",2,38,42,19.0,90.48,2,0,7.67,,53.9,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,68,53,34.0,128.3,1,0,7.0,,85.3,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Sawai Mansingh Stadium, Jaipur",12,183,155,15.25,118.06,6,2,8.03,34.0,58.4,33.0
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Wankhede Stadium, Mumbai",1,20,15,20.0,133.33,1,0,12.0,,69.4,
AL Menaria,AL Menaria,Rajasthan Royals,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Arun Jaitley Stadium, Delhi",2,18,16,9.0,112.5,1,1,11.0,12.0,48.8,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Dr DY Patil Sports Academy, Mumbai",6,109,100,18.17,109.0,2,1,11.76,25.0,59.0,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,Dubai International Cricket Stadium,1,5,7,5.0,71.43,,,,,30.1,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Eden Gardens, Kolkata",1,0,2,0.0,0.0,,,,,0.0,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,3,7,3.0,42.86,,,,,18.0,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"M Chinnaswamy Stadium, Bengaluru",3,12,14,4.0,85.71,2,0,12.5,,33.6,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"MA Chidambaram Stadium, Chennai",2,45,21,22.5,214.29,2,1,8.75,24.0,99.6,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",5,14,17,2.8,82.35,2,0,9.0,,30.9,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Sawai Mansingh Stadium, Jaipur",2,35,28,17.5,125.0,1,0,4.0,,63.5,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,Sharjah Cricket Stadium,1,23,20,23.0,115.0,,,,,67.1,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,Sheikh Zayed Stadium,2,15,20,7.5,75.0,,,,,34.4,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Wankhede Stadium, Mumbai",4,67,48,16.75,139.58,1,0,10.0,,67.5,
AM Nayar,AM Nayar,Rajasthan Royals,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,Dubai International Cricket Stadium,,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Eden Gardens, Kolkata",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,1,2,10.25,12.0,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,Sharjah Cricket Stadium,,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,Sheikh Zayed Stadium,,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Wankhede Stadium, Mumbai",,,,,,,,,,,
AM Salvi,AM Salvi,Delhi Daredevils,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Eden Gardens, Kolkata",1,5,2,5.0,250.0,3,5,7.83,14.4,89.6,68.8
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"M Chinnaswamy Stadium, Bengaluru",2,5,3,2.5,166.67,3,2,12.17,36.0,58.7,16.7
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"MA Chidambaram Stadium, Chennai",2,22,20,11.0,110.0,3,1,12.38,48.0,50.4,8.3
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Wankhede Stadium, Mumbai",,,,,,4,3,7.36,22.0,,51.7
AN Ahmed,AN Ahmed,Royal Challengers Bangalore,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,Dubai International Cricket Stadium,,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Eden Gardens, Kolkata",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,Sharjah Cricket Stadium,,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,Sheikh Zayed Stadium,,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Wankhede Stadium, Mumbai",,,,,,,,,,,
AN Ghosh,AN Ghosh,Kolkata Knight Riders,batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,Dubai International Cricket Stadium,,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Eden Gardens, Kolkata",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Sawai Mansingh Stadium, Jaipur",1,30,18,30.0,166.67,2,3,10.0,14.0,93.1,37.5
AP Dole,AP Dole,Rajasthan Royals,bowler,Sharjah Cricket Stadium,,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,Sheikh Zayed Stadium,,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Wankhede Stadium, Mumbai",,,,,,,,,,,
AP Dole,AP Dole,Rajasthan Royals,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,Dubai International Cricket Stadium,,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Eden Gardens, Kolkata",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Sawai Mansingh Stadium, Jaipur",1,9,8,9.0,112.5,,,,,48.8,
AP Majumdar,AP Majumdar,Pune Warriors,batter,Sharjah Cricket Stadium,,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,Sheikh Zayed Stadium,,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Wankhede Stadium, Mumbai",,,,,,,,,,,
AP Majumdar,AP Majumdar,Pune Warriors,batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AP Tare,AP Tare,Delhi Daredevils,batter,"Arun Jaitley Stadium, Delhi",2,24,17,12.0,141.18,,,,,62.1,
AP Tare,AP Tare,Delhi Daredevils,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AP Tare,AP Tare,Delhi Daredevils,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AP Tare,AP Tare,Delhi Daredevils,batter,"Brabourne Stadium, Mumbai",3,32,24,10.67,133.33,,,,,57.8,
AP Tare,AP Tare,Delhi Daredevils,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AP Tare,AP Tare,Delhi Daredevils,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AP Tare,AP Tare,Delhi Daredevils,batter,Dubai International Cricket Stadium,3,47,42,15.67,111.9,,,,,56.9,
AP Tare,AP Tare,Delhi Daredevils,batter,"Eden Gardens, Kolkata",4,43,38,10.75,113.16,,,,,51.2,
AP Tare,AP Tare,Delhi Daredevils,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,22,12,22.0,183.33,,,,,88.6,
AP Tare,AP Tare,Delhi Daredevils,batter,"M Chinnaswamy Stadium, Bengaluru",1,18,17,18.0,105.88,,,,,57.8,
AP Tare,AP Tare,Delhi Daredevils,batter,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
AP Tare,AP Tare,Delhi Daredevils,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AP Tare,AP Tare,Delhi Daredevils,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AP Tare,AP Tare,Delhi Daredevils,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
AP Tare,AP Tare,Delhi Daredevils,batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
AP Tare,AP Tare,Delhi Daredevils,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AP Tare,AP Tare,Delhi Daredevils,batter,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
AP Tare,AP Tare,Delhi Daredevils,batter,Sharjah Cricket Stadium,1,8,10,8.0,80.0,,,,,36.7,
AP Tare,AP Tare,Delhi Daredevils,batter,Sheikh Zayed Stadium,1,24,22,24.0,109.09,,,,,66.4,
AP Tare,AP Tare,Delhi Daredevils,batter,"Wankhede Stadium, Mumbai",7,111,68,15.86,163.24,,,,,74.2,
AP Tare,AP Tare,Delhi Daredevils,batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,Dubai International Cricket Stadium,,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Eden Gardens, Kolkata",1,12,12,12.0,100.0,,,,,48.3,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,Sharjah Cricket Stadium,,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,Sheikh Zayed Stadium,,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Wankhede Stadium, Mumbai",,,,,,,,,,,
AR Bawne,AR Bawne,Delhi Daredevils,batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Arun Jaitley Stadium, Delhi",,,,,,1,2,7.25,12.0,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Brabourne Stadium, Mumbai",,,,,,2,2,10.62,24.0,,25.0
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Dr DY Patil Sports Academy, Mumbai",2,5,6,2.5,83.33,2,1,8.29,42.0,30.9,33.9
