full_name,data_name,team_2026,role,venue,venue_bat_innings,venue_runs,venue_balls,venue_bat_avg,venue_bat_sr,venue_bowl_innings,venue_wickets,venue_econ,venue_bowl_sr,venue_bat_score,venue_bowl_score
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Eden Gardens, Kolkata",,,,,,1,0,13.5,,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,2,1,12.83,36.0,,12.5
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"MA Chidambaram Stadium, Chennai",,,,,,1,0,12.55,,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Maharashtra Cricket Association Stadium, Pune",1,0,1,0.0,0.0,2,2,8.0,18.0,0.0,50.0
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,4,4,9.42,18.0,,32.2
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,1,1,8.0,24.0,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,Rajiv Gandhi International Stadium,,,,,,1,6,3.82,3.7,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Wankhede Stadium, Mumbai",2,22,25,11.0,88.0,5,3,11.12,32.0,43.1,15.0
AS Joseph,AS Joseph,Royal Challengers Bengaluru,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Arun Jaitley Stadium, Delhi",,,,,,1,2,5.75,12.0,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,Dubai International Cricket Stadium,1,7,5,7.0,140.0,2,1,10.4,30.0,55.4,12.5
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Eden Gardens, Kolkata",,,,,,5,3,8.14,28.0,,38.2
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"M Chinnaswamy Stadium, Bengaluru",1,4,7,4.0,57.14,3,0,9.67,,24.0,4.1
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"MA Chidambaram Stadium, Chennai",1,2,6,2.0,33.33,1,1,8.67,18.0,13.6,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,3,0,7.86,,,26.7
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,Rajiv Gandhi International Stadium,1,8,9,8.0,88.89,1,5,3.75,4.8,39.6,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,1,2,8.5,12.0,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,Sharjah Cricket Stadium,,,,,,1,1,10.0,24.0,,
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,Sheikh Zayed Stadium,1,2,5,2.0,40.0,3,0,14.25,,15.8,0.0
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Wankhede Stadium, Mumbai",,,,,,3,5,11.33,14.4,,41.7
AS Rajpoot,AS Rajpoot,Rajasthan Royals,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Eden Gardens, Kolkata",2,13,19,6.5,68.42,,,,,30.9,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"MA Chidambaram Stadium, Chennai",1,2,4,2.0,50.0,,,,,19.2,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,25,21,25.0,119.05,1,0,8.0,,70.9,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Sawai Mansingh Stadium, Jaipur",4,76,59,19.0,128.81,,,,,66.7,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Wankhede Stadium, Mumbai",,,,,,,,,,,
AS Raut,AS Raut,Rajasthan Royals,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Arun Jaitley Stadium, Delhi",2,0,2,0.0,0.0,2,4,5.75,12.0,0.0,100.0
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Eden Gardens, Kolkata",1,6,6,6.0,100.0,2,1,18.67,18.0,40.8,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,1,0,3.0,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"MA Chidambaram Stadium, Chennai",1,3,3,3.0,100.0,2,1,7.91,22.0,37.1,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Maharashtra Cricket Association Stadium, Pune",1,0,2,0.0,0.0,1,0,9.0,,0.0,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,4,5,4.0,80.0,,,,,31.7,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",1,13,7,13.0,185.71,1,1,8.67,18.0,78.2,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Wankhede Stadium, Mumbai",,,,,,1,1,7.0,24.0,,
AS Roy,AS Roy,Kolkata Knight Riders,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,Dubai International Cricket Stadium,,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Eden Gardens, Kolkata",1,10,10,10.0,100.0,,,,,45.8,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"M Chinnaswamy Stadium, Bengaluru",1,3,4,3.0,75.0,,,,,28.7,
AS Yadav,AS Yadav,Deccan Chargers,batter,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,Sharjah Cricket Stadium,,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,Sheikh Zayed Stadium,,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Wankhede Stadium, Mumbai",,,,,,,,,,,
AS Yadav,AS Yadav,Deccan Chargers,batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,Dubai International Cricket Stadium,1,14,13,14.0,107.69,,,,,53.4,
AT Carey,AT Carey,Delhi Capitals,batter,"Eden Gardens, Kolkata",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,Sharjah Cricket Stadium,1,4,7,4.0,57.14,,,,,24.0,
AT Carey,AT Carey,Delhi Capitals,batter,Sheikh Zayed Stadium,1,14,9,14.0,155.56,,,,,69.4,
AT Carey,AT Carey,Delhi Capitals,batter,"Wankhede Stadium, Mumbai",,,,,,,,,,,
AT Carey,AT Carey,Delhi Capitals,batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Arun Jaitley Stadium, Delhi",10,309,197,30.9,156.85,,,,,90.9,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Brabourne Stadium, Mumbai",9,191,149,21.22,128.19,,,,,69.3,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Dr DY Patil Sports Academy, Mumbai",7,166,155,23.71,107.1,,,,,65.3,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",5,58,58,11.6,100.0,,,,,47.8,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,Dubai International Cricket Stadium,12,299,250,24.92,119.6,,,,,71.0,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Eden Gardens, Kolkata",10,236,167,23.6,141.32,,,,,76.6,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,26,22,26.0,118.18,,,,,71.9,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"M Chinnaswamy Stadium, Bengaluru",11,394,303,35.82,130.03,,,,,88.1,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"MA Chidambaram Stadium, Chennai",21,333,310,15.86,107.42,,,,,55.6,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Maharashtra Cricket Association Stadium, Pune",2,56,39,28.0,143.59,,,,,82.9,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Narendra Modi Stadium, Ahmedabad",2,31,20,15.5,155.0,,,,,71.0,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",8,216,143,27.0,151.05,,,,,84.1,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,Rajiv Gandhi International Stadium,3,105,62,35.0,169.35,,,,,100.2,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Sawai Mansingh Stadium, Jaipur",6,107,103,17.83,103.88,,,,,56.9,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,Sharjah Cricket Stadium,5,110,84,22.0,130.95,,,,,71.2,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,Sheikh Zayed Stadium,5,192,164,38.4,117.07,,,,,87.0,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Wankhede Stadium, Mumbai",50,1008,784,20.16,128.57,,,,,68.1,
AT Rayudu,AT Rayudu,Chennai Super Kings,batter,"Zayed Cricket Stadium, Abu Dhabi",2,12,13,6.0,92.31,,,,,38.3,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,4,3,4.0,133.33,1,2,7.67,9.0,49.4,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,Dubai International Cricket Stadium,,,,,,1,0,11.67,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Eden Gardens, Kolkata",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",1,18,13,18.0,138.46,1,0,8.25,,68.7,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,Sharjah Cricket Stadium,,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,Sheikh Zayed Stadium,,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Wankhede Stadium, Mumbai",,,,,,,,,,,
AU Rashid,AU Rashid,Sunrisers Hyderabad,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Eden Gardens, Kolkata",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,7,4,7.0,175.0,,,,,67.1,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"M Chinnaswamy Stadium, Bengaluru",4,6,10,1.5,60.0,2,0,9.78,,21.9,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"MA Chidambaram Stadium, Chennai",1,14,5,14.0,280.0,,,,,110.8,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Wankhede Stadium, Mumbai",,,,,,,,,,,
AUK Pathan,AUK Pathan,Royal Challengers Bangalore,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Brabourne Stadium, Mumbai",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,Dubai International Cricket Stadium,,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Eden Gardens, Kolkata",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"M Chinnaswamy Stadium, Bengaluru",1,1,1,1.0,100.0,,,,,34.6,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,Rajiv Gandhi International Stadium,,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,Sharjah Cricket Stadium,,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,Sheikh Zayed Stadium,,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Wankhede Stadium, Mumbai",,,,,,,,,,,
Abdul Basith,Abdul Basith,Rajasthan Royals,batter,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Abdur Razzak,Abdur Razzak,Royal Challengers Bangalore,bowler,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
